News,Label
ब्रिटेन बच्च सोशल मीडिय के ज़र भारत चल रह किसान प्रदर्शन ले जागरूक बढ़ रह बच्च अभियान ब्रिटेन चर्च विषय बन गय ,1
"नहीं, यह वीडियो दिल्ली के सरकारी स्कूल को मदरसे में तब्दील होते नहीं दिखातायह है केजरीवाल का दिल्ली स्कूल मॉडल जिनसे सेकुलर हिंदुओं को लगता है कि केजरीवाल अच्छा काम कर रहा है वह देख लीजिए दिल्ली के सरकारी स्कूलों को केजरीवाल ने मदरसे में बदलना शुरू कर दिया है. दिल्ली के विजय नगर का एक सरकारी स्कूल है यह स्कूल में कलमा, उर्दू पढ़ने की इजाजत दी है केजरीवाल ने या उनके बिधायको और सरकार का समर्थन है. अब हिंदुओं को तय करना है कि इन जिहादी सोच वाले अरविंद केजरीवाल की पार्टी के साथ क्या करना है.",0
किसान आंदोलन 5 हस्त जिनक नाम बन प्रदर्शन स्थल दिल्ल के सिंघ बॉर्डर जार किसान के प्रदर्शन जगह अलग-अलग नाम दिए ,1
मुस्लिम पिता-पुत्री और माँ-बेटे की पुरानी तस्वीर ग़लत संदर्भ में वायरलअब्बू ने अपनी  बेटी से निकाह कर लिया तो गुस्से में आकार माँ ने भी अपने बेटे से शादी कर ली 56 मुस्लिम देश ऐसे ही नहीं बन गए,0
वायरल वीडियो के साथ किया गया 'लव जिहाद' का दावा फ़र्ज़ी है“वीडियो पुराना है पर दिल को छू गया #Love_Jihad जिस बाप को अपनी इज्जत बचाने के लिए अपनी ही बेटी के पैरो में अपनी पगड़ी रखनी पड़े तो !! ऐसी बेटी को क्या कहोंगें... 20 साल साथ रखने वाले माँ बाप पर भरोसा नही तो 20 दिन में प्यार करने वाले जिहादी के साथ ज्यादा हो गया..”,0
नेपाल के पत्रकार कह ची कम्युनिस्ट पार्ट नेपाल के आंतरिक मामल दखल दे रह ,1
मुस्लिम पिता-पुत्री और माँ-बेटे की पुरानी तस्वीर ग़लत संदर्भ में वायरलअब्बू ने अपनी  बेटी से निकाह कर लिया तो गुस्से में आकार माँ ने भी अपने बेटे से शादी कर ली 56 मुस्लिम देश ऐसे ही नहीं बन गए,0
"कोरोना वायरसः फ़ेक न्यूज़ फैलाने वाले सात तरह के लोगसोशल मीडिया पर कोरोना वायरस के बारे में साज़िश की कहानियों, झूठी ख़बरों और अफ़वाहों का सैलाब उमड़ गया है. ",0
असम चुनाव पहल घुसपैठ मदद वाल के बन पुलिस पैनल सवाल असम सरकार अवैध प्रवास घुसपैठ जुड़ मुद्द ले पुलिस कमेट ऐस बन प्रदेश विधानसभ चुनाव वाल ,1
"बिहार पेपर लीक मामला: अगले तीन महीने में हो सकती है दोबारा परीक्षा, बीपीएससी ने बतायाबिहार लोकसेवा आयोग ने मंगलवार को बताया है कि अगले तीन महीने के अंदर बीपीएससी की परीक्षा दोबारा आयोजित कराई जा सकती है. ",1
सरकार किसान संगठन के छह दौर बातचीत चुक केंद्र सरकार साफ़ दिय नए कृष क़ानून वापस नह जाएँग आख़िर क्य ,1
जो बाइडन और कमला हैरिस को भारत से लेकर फ़्रांस तक बधाई संदेशअमेरिका के राष्ट्रपति और उप-राष्ट्रपति चुने जाने पर जो बाइडन और कमला हैरिस को कई देशों के नेता बधाइयां दे रहे हैं.,1
मिसाइल 400 किलोमीटर ज़्याद मार सक ,1
रविदास मंदिर: दिल्ली में हुए दलित प्रोटेस्ट की इन वायरल तस्वीरों का सचदिल्ली के तुग़लक़ाबाद इलाक़े में गुरु रविदास मंदिर गिराये जाने के ख़िलाफ़ कई दलित संगठनों ने नई दिल्ली के रामलीला मैदान में एक विशाल प्रदर्शन किया था. ,0
AUSvIND डे-नाइट मैच होग भारत-ऑस्ट्रेलिय असल परीक्ष चार टेस्ट मैच सिरीज़ पहल मैच गुरुवार शुर रह वन डे सिरीज़ ऑस्ट्रेलिय के नाम रह ,1
किसान आंदोलन को क्या ओबामा ने समर्थन दिया है?- रिएलिटी चेककृषि क़ानूनों के ख़िलाफ़ चल रहा किसानों का विरोध प्रदर्शन ख़त्म होता नहीं दिख रहा है. किसान संगठनों और सरकार के बीच अभी तक कोई सहमति नहीं बन पाई है. ,0
"इंडोनेशिया में समुन्द्र के नीचे स्थित मंदिर के वायरल तस्वीर का सच क्या है?""इंडोनेशिया में समुद्र के नीचे स्थित ये विष्णु भगवान का मंदिर क़रीब 5 हज़ार साल पुराना है.""",0
मुस्लिम पिता-पुत्री और माँ-बेटे की पुरानी तस्वीर ग़लत संदर्भ में वायरलअब्बू ने अपनी  बेटी से निकाह कर लिया तो गुस्से में आकार माँ ने भी अपने बेटे से शादी कर ली 56 मुस्लिम देश ऐसे ही नहीं बन गए,0
उत्तरप्रदेश में हुए सीएए विरोध प्रदर्शन का पुराना वीडियो जहांगीरपुरी हिंसा से जोड़कर वायरलपुलिस का काम है उपद्रवियों को रोकना ना कि भगवा आतंकियों के साथ मिलकर पत्थर चलाना आखिर इन भगवा धारी गुंडों और पुलिस पर कब कार्यवाही होगी क्या गोदी मीडिया को  दिल्ली के जहांगीरपुरी में । हुई हिंसा की ये विडीओ नहीं मिली या हमें खुद टैग करके दिखाना होगा,0
बदायूं बहन छह साल लंब मुक़दम बलात्कार हत्य के आरोप हट उत्तर प्रदेश के बदायूं साल 2014 बहन पेड़ लटक मिल थीं सीबीआई जाँच विशेष पॉक्स कोर्ट सुनव के बावजूद परिवार इंसाफ़ इंतज़ार ,1
मुस्लिम पिता-पुत्री और माँ-बेटे की पुरानी तस्वीर ग़लत संदर्भ में वायरलअब्बू ने अपनी  बेटी से निकाह कर लिया तो गुस्से में आकार माँ ने भी अपने बेटे से शादी कर ली 56 मुस्लिम देश ऐसे ही नहीं बन गए,0
सोशल मीडिया पर वायरल ये तस्वीर दरअसल कहाँ से है ?आपके गली-मोहल्ले या आपके घर  पर अचानक से ये कट्टरपंथी जिहादियों की भीड़ आ जाए तो इससे  बचने का कुछ उपाय है आपके पास ?  इसका एक ही इलाज बुलडोजर,0
"किसान आंदोलन: मोदी सरकार के कृषि क़ानूनों पर अरविंद केजरीवाल इतने आक्रामक क्यों हैं?बीजेपी, कांग्रेस और अकाली इस आक्रामकता को 'केजरीवाल की अवसरवादिता' करार दे रहे हैं. वहीं, आम आदमी पार्टी का दावा है कि वो किसानों के साथ उस दिन से खड़ी है जब से ये क़ानून लोकसभा और राज्य सभा में पास किए गए थे.",1
भारत लग रह आरोप शामिल वो मालदीव अप सैन्य मौजूदग स्थापित चाह ,1
बेड पर पैर रखकर मरीज़ से बात कर रहे आईएएस अधिकारी की पुरानी तस्वीर वायरलगनीमत है कि अभी ट्रेनी हैं वरना जूता मरीज के सिर पर भी रख सकते थे साहब जी।,0
"सोनिया गांधी और राहुल गांधी की पुरानी तस्वीर के साथ फ़र्ज़ी दावा जोड़ा गया“यदि आपको लगता होगा कि सोनिया के साथ यह राहुल गाँधी है, तो आपकी जानकारी के लिए बता दूं कि यहक्वात्रोची है. अब स्वयं निर्णय लीजिये कि राजीव गाँधी की हत्या के बाद डीएनए टेस्ट के लिए राहुल का रक्त देने से उसकी माँ ने क्यों मना कर दिया था.”",0
"पाकिस्तान का पुराना वीडियो ग़लत संदर्भ में फिर से हुआ वायरल""ऐसे लोगो से फल क्या कोई सामान न ले जो हमे कुछ भी खिला सकते है ये वीडियो रुकनी नहीं चाहिए""",0
बेड पर पैर रखकर मरीज़ से बात कर रहे आईएएस अधिकारी की पुरानी तस्वीर वायरलगनीमत है कि अभी ट्रेनी हैं वरना जूता मरीज के सिर पर भी रख सकते थे साहब जी।,0
बेड पर पैर रखकर मरीज़ से बात कर रहे आईएएस अधिकारी की पुरानी तस्वीर वायरलगनीमत है कि अभी ट्रेनी हैं वरना जूता मरीज के सिर पर भी रख सकते थे साहब जी।,0
"सोनिया गांधी और राहुल गांधी की पुरानी तस्वीर के साथ फ़र्ज़ी दावा जोड़ा गया“यदि आपको लगता होगा कि सोनिया के साथ यह राहुल गाँधी है, तो आपकी जानकारी के लिए बता दूं कि यहक्वात्रोची है. अब स्वयं निर्णय लीजिये कि राजीव गाँधी की हत्या के बाद डीएनए टेस्ट के लिए राहुल का रक्त देने से उसकी माँ ने क्यों मना कर दिया था.”",0
भारत कोरो संक्रमण पहल मामल साल के जनवर मही आय ,1
"पुलिस की गाड़ी पर BJP के झंडे लहराने का वीडियो ग़लत दावे से वायरलअब यह देखना बाकी था ,ये है मेरे देश की पुलिस जिन्होंने संविधान की शपथ ली थी देश सेवा के लिए "" मगर सेवा सत्ता पक्ष"" और पार्टी विशेष की हो रही है।।",0
जम्म कश्मीर के कुलगाम जिल कथित चरमपंथ तीन लोग हत्य दी मार तीन लोग बीजेप के स्थानीय ,1
फ़िल्म सिट उत्तर प्रदेश आ जाएग क्य होग क्य हीरो-हिरोइन यूप आएंग ,1
वायरल वीडियो के साथ किया गया 'लव जिहाद' का दावा फ़र्ज़ी है“वीडियो पुराना है पर दिल को छू गया #Love_Jihad जिस बाप को अपनी इज्जत बचाने के लिए अपनी ही बेटी के पैरो में अपनी पगड़ी रखनी पड़े तो !! ऐसी बेटी को क्या कहोंगें... 20 साल साथ रखने वाले माँ बाप पर भरोसा नही तो 20 दिन में प्यार करने वाले जिहादी के साथ ज्यादा हो गया..”,0
"क्या भारत के किसान ग़रीब हो रहे हैं?सरकार कह रही है कि नए कानून से किसानों की आय बढ़ेगी, पढ़िये पिछले कुछ सालों में सरकार के उठाए कदम का कितना असर हुआ है.",1
बेड पर पैर रखकर मरीज़ से बात कर रहे आईएएस अधिकारी की पुरानी तस्वीर वायरलगनीमत है कि अभी ट्रेनी हैं वरना जूता मरीज के सिर पर भी रख सकते थे साहब जी।,0
सोशल मीडिया पर वायरल ये तस्वीर दरअसल कहाँ से है ?आपके गली-मोहल्ले या आपके घर  पर अचानक से ये कट्टरपंथी जिहादियों की भीड़ आ जाए तो इससे  बचने का कुछ उपाय है आपके पास ?  इसका एक ही इलाज बुलडोजर,0
भारत अमेरिक जापान ऑस्ट्रेलिय क्वॉड समूह बन समूह औपचारिक दिय ,1
"पाकिस्तान का पुराना वीडियो ग़लत संदर्भ में फिर से हुआ वायरल""ऐसे लोगो से फल क्या कोई सामान न ले जो हमे कुछ भी खिला सकते है ये वीडियो रुकनी नहीं चाहिए""",0
मानवाधिकार दिवस कार्टून ,1
सोने की स्मगलिंग में भारत को पछाड़ने वाला पाकिस्तान का 'गोल्ड किंग'पाकिस्तान के एक ताक़तवर तस्कर ने कैसे आज़ादी के बाद सोने की स्मगलिंग के धंधे में भारत के एकाधिकार को ख़त्म किया. सेठ आबिद की दिलचस्प कहानी.,1
उत्तरप्रदेश में हुए सीएए विरोध प्रदर्शन का पुराना वीडियो जहांगीरपुरी हिंसा से जोड़कर वायरलपुलिस का काम है उपद्रवियों को रोकना ना कि भगवा आतंकियों के साथ मिलकर पत्थर चलाना आखिर इन भगवा धारी गुंडों और पुलिस पर कब कार्यवाही होगी क्या गोदी मीडिया को  दिल्ली के जहांगीरपुरी में । हुई हिंसा की ये विडीओ नहीं मिली या हमें खुद टैग करके दिखाना होगा,0
मध्यप्रदेश: शराब बिक्री को लेकर शिवराज चौहान का वीडियो फ़र्जी दावों के साथ वायरलदारू इतनी फैला दो पूरे प्रदेश में की पिये और  पड़े रहे - शिवराज सिंह  जब प्रदेश का मुख्यमंत्री ऐसे आदेश दे तो आम जनता क्या करेगी।,0
अमेरिक के नव निर्वाचित राष्ट्रपत बाइडन बार कह उनक पूर्वज कभ ईस्ट इंडिय कपं कप्तान ,1
आज का कार्टून: पीछे देखो पीछेभारत में वैक्सीन की सप्लाई पर आज का कार्टून.,1
"सोनिया गांधी और राहुल गांधी की पुरानी तस्वीर के साथ फ़र्ज़ी दावा जोड़ा गया“यदि आपको लगता होगा कि सोनिया के साथ यह राहुल गाँधी है, तो आपकी जानकारी के लिए बता दूं कि यहक्वात्रोची है. अब स्वयं निर्णय लीजिये कि राजीव गाँधी की हत्या के बाद डीएनए टेस्ट के लिए राहुल का रक्त देने से उसकी माँ ने क्यों मना कर दिया था.”",0
शार्ल एब्द के ताज़ कार्टून आख़िर ऐस क्य ले तुर्क कड़ आपत्त जत भारत फ़्रांसीस राष्ट्रपत समर्थन किय ,1
"क्या डेनमार्क में मुस्लिमों के वोट देने के अधिकार को समाप्त करने का क़ानून पास किया गया?“डेनमार्क में मुश्लिम समुदाय को वोट देने के अधिकार को समाप्त करने का कानुन पास किया गया, धन्य हो. काश ऐसा कानुन भारत में भी बनें”",0
उत्तरप्रदेश में हुए सीएए विरोध प्रदर्शन का पुराना वीडियो जहांगीरपुरी हिंसा से जोड़कर वायरलपुलिस का काम है उपद्रवियों को रोकना ना कि भगवा आतंकियों के साथ मिलकर पत्थर चलाना आखिर इन भगवा धारी गुंडों और पुलिस पर कब कार्यवाही होगी क्या गोदी मीडिया को  दिल्ली के जहांगीरपुरी में । हुई हिंसा की ये विडीओ नहीं मिली या हमें खुद टैग करके दिखाना होगा,0
"पुलिस की गाड़ी पर BJP के झंडे लहराने का वीडियो ग़लत दावे से वायरलअब यह देखना बाकी था ,ये है मेरे देश की पुलिस जिन्होंने संविधान की शपथ ली थी देश सेवा के लिए "" मगर सेवा सत्ता पक्ष"" और पार्टी विशेष की हो रही है।।",0
सोनल शर्म राजस्थान न्यायिक सेव आरजेएस 2018 चयन ,1
IND vs AUS तीसरा टेस्ट मैच: पहले दिन का खेल ख़त्म होने तक ऑस्ट्रेलिया का स्कोर 166/2 रहाचार टेस्ट मैचों के इस सिरीज़ का तीसरा टेस्ट मैच सिडनी में खेला जा रहा है. ऑस्ट्रेलिया की टीम टॉस जीतकर पहले बल्लेबाज़ी कर रही है.,1
कोरो वैक्सीन लग के भारत 28-29 दिसंबर पूर्वाभ्यास- प्रेस रिव्य भारतीय इतिहास सबस महत्वाकांक्ष पूर्वाभ्यास आंध्र प्रदेश गुजरात पंजाब असम दिन के होग सुर्ख ,1
बेड पर पैर रखकर मरीज़ से बात कर रहे आईएएस अधिकारी की पुरानी तस्वीर वायरलगनीमत है कि अभी ट्रेनी हैं वरना जूता मरीज के सिर पर भी रख सकते थे साहब जी।,0
"नहीं, यह वीडियो दिल्ली के सरकारी स्कूल को मदरसे में तब्दील होते नहीं दिखातायह है केजरीवाल का दिल्ली स्कूल मॉडल जिनसे सेकुलर हिंदुओं को लगता है कि केजरीवाल अच्छा काम कर रहा है वह देख लीजिए दिल्ली के सरकारी स्कूलों को केजरीवाल ने मदरसे में बदलना शुरू कर दिया है. दिल्ली के विजय नगर का एक सरकारी स्कूल है यह स्कूल में कलमा, उर्दू पढ़ने की इजाजत दी है केजरीवाल ने या उनके बिधायको और सरकार का समर्थन है. अब हिंदुओं को तय करना है कि इन जिहादी सोच वाले अरविंद केजरीवाल की पार्टी के साथ क्या करना है.",0
पुलिस वाले पर डेढ़ साल की बच्ची को सिगरेट से जलाने का आरोपअभियुक्त पुलिसकर्मी अविनाश राय को नौकरी से बर्खास्त कर दिया गया है. मामले की जाँच की जा रही है.,1
"नहीं, यह वीडियो दिल्ली के सरकारी स्कूल को मदरसे में तब्दील होते नहीं दिखातायह है केजरीवाल का दिल्ली स्कूल मॉडल जिनसे सेकुलर हिंदुओं को लगता है कि केजरीवाल अच्छा काम कर रहा है वह देख लीजिए दिल्ली के सरकारी स्कूलों को केजरीवाल ने मदरसे में बदलना शुरू कर दिया है. दिल्ली के विजय नगर का एक सरकारी स्कूल है यह स्कूल में कलमा, उर्दू पढ़ने की इजाजत दी है केजरीवाल ने या उनके बिधायको और सरकार का समर्थन है. अब हिंदुओं को तय करना है कि इन जिहादी सोच वाले अरविंद केजरीवाल की पार्टी के साथ क्या करना है.",0
केंद्रीय शिक्ष मंत्र रमेश पोखरियाल निशंक सीबीएसई बोर्ड 10व 12व परीक्ष घोषण ,1
मुथैया मुरलीधरन अपनी बायोपिक फ़िल्म के विरोध पर क्या बोलेटेस्ट और वन डे मैचों में सबसे ज़्यादा विकेट लेने वाले श्रीलंका के पूर्व स्पिनर मुथैया मुरलीधरन पर बनी फ़िल्म का विरोध हो रहा है. क्या कहना है इसपर मुरलीधरन का?,1
"क्या डेनमार्क में मुस्लिमों के वोट देने के अधिकार को समाप्त करने का क़ानून पास किया गया?“डेनमार्क में मुश्लिम समुदाय को वोट देने के अधिकार को समाप्त करने का कानुन पास किया गया, धन्य हो. काश ऐसा कानुन भारत में भी बनें”",0
किसान आंदोलन से जुड़े 3 सबसे अहम सवालमौजूदा आंदोलन अब दो हफ़्ते से ज़्यादा चल चुका है और दिल्ली के बॉर्डर पर डटे लाखों किसान इस माँग पर अड़े हुए हैं कि कुछ महीने पहले लागू हुआ नया कृषि क़ानून वापस लिया जाए.,1
"नहीं, यह वीडियो दिल्ली के सरकारी स्कूल को मदरसे में तब्दील होते नहीं दिखातायह है केजरीवाल का दिल्ली स्कूल मॉडल जिनसे सेकुलर हिंदुओं को लगता है कि केजरीवाल अच्छा काम कर रहा है वह देख लीजिए दिल्ली के सरकारी स्कूलों को केजरीवाल ने मदरसे में बदलना शुरू कर दिया है. दिल्ली के विजय नगर का एक सरकारी स्कूल है यह स्कूल में कलमा, उर्दू पढ़ने की इजाजत दी है केजरीवाल ने या उनके बिधायको और सरकार का समर्थन है. अब हिंदुओं को तय करना है कि इन जिहादी सोच वाले अरविंद केजरीवाल की पार्टी के साथ क्या करना है.",0
"क्या डेनमार्क में मुस्लिमों के वोट देने के अधिकार को समाप्त करने का क़ानून पास किया गया?“डेनमार्क में मुश्लिम समुदाय को वोट देने के अधिकार को समाप्त करने का कानुन पास किया गया, धन्य हो. काश ऐसा कानुन भारत में भी बनें”",0
पाकिस्तान छप वाल उर्द के अख़बार क्य चर्च पढ़ उर्द अख़बार सप्ताह क्य रह चर्च ,1
वायरल वीडियो के साथ किया गया 'लव जिहाद' का दावा फ़र्ज़ी है“वीडियो पुराना है पर दिल को छू गया #Love_Jihad जिस बाप को अपनी इज्जत बचाने के लिए अपनी ही बेटी के पैरो में अपनी पगड़ी रखनी पड़े तो !! ऐसी बेटी को क्या कहोंगें... 20 साल साथ रखने वाले माँ बाप पर भरोसा नही तो 20 दिन में प्यार करने वाले जिहादी के साथ ज्यादा हो गया..”,0
चीन के राष्ट्रपत शी जिनपिंग सिचुआन प्रांत तिब्बत के लिंझ जोड़ वाल रेलव प्रोजेक्ट जल्द पूर निर्देश दिय इसक हिस्स अरूणाचल प्रदेश सीम के काफ़ क़रीब ,1
"नहीं, यह वीडियो दिल्ली के सरकारी स्कूल को मदरसे में तब्दील होते नहीं दिखातायह है केजरीवाल का दिल्ली स्कूल मॉडल जिनसे सेकुलर हिंदुओं को लगता है कि केजरीवाल अच्छा काम कर रहा है वह देख लीजिए दिल्ली के सरकारी स्कूलों को केजरीवाल ने मदरसे में बदलना शुरू कर दिया है. दिल्ली के विजय नगर का एक सरकारी स्कूल है यह स्कूल में कलमा, उर्दू पढ़ने की इजाजत दी है केजरीवाल ने या उनके बिधायको और सरकार का समर्थन है. अब हिंदुओं को तय करना है कि इन जिहादी सोच वाले अरविंद केजरीवाल की पार्टी के साथ क्या करना है.",0
मुस्लिम पिता-पुत्री और माँ-बेटे की पुरानी तस्वीर ग़लत संदर्भ में वायरलअब्बू ने अपनी  बेटी से निकाह कर लिया तो गुस्से में आकार माँ ने भी अपने बेटे से शादी कर ली 56 मुस्लिम देश ऐसे ही नहीं बन गए,0
"क्या डेनमार्क में मुस्लिमों के वोट देने के अधिकार को समाप्त करने का क़ानून पास किया गया?“डेनमार्क में मुश्लिम समुदाय को वोट देने के अधिकार को समाप्त करने का कानुन पास किया गया, धन्य हो. काश ऐसा कानुन भारत में भी बनें”",0
टीम इंडिया के 36 रनों पर ढेर होने पर शोएब अख़्तर ने कसा तंज़पाकिस्तान के पूर्व क्रिकेटर शोएब अख़्तर ने भारतीय टीम को लेकर एक वीडियो जारी किया है.,1
बेड पर पैर रखकर मरीज़ से बात कर रहे आईएएस अधिकारी की पुरानी तस्वीर वायरलगनीमत है कि अभी ट्रेनी हैं वरना जूता मरीज के सिर पर भी रख सकते थे साहब जी।,0
"बाघ ने साथी की तलाश में तय किया 3,000 किलोमीटर का सफ़र'वॉकर' ने भारत में अब तक दर्ज 'एक बाघ द्वारा सबसे लंबी पैदल-यात्रा' पूरी कर ली है. अब इस बाघ ने महाराष्ट्र के ज्ञानगंगा अभयारण्य को अपना घर बना लिया है.",1
उत्तरप्रदेश में हुए सीएए विरोध प्रदर्शन का पुराना वीडियो जहांगीरपुरी हिंसा से जोड़कर वायरलपुलिस का काम है उपद्रवियों को रोकना ना कि भगवा आतंकियों के साथ मिलकर पत्थर चलाना आखिर इन भगवा धारी गुंडों और पुलिस पर कब कार्यवाही होगी क्या गोदी मीडिया को  दिल्ली के जहांगीरपुरी में । हुई हिंसा की ये विडीओ नहीं मिली या हमें खुद टैग करके दिखाना होगा,0
"पाकिस्तान का पुराना वीडियो ग़लत संदर्भ में फिर से हुआ वायरल""ऐसे लोगो से फल क्या कोई सामान न ले जो हमे कुछ भी खिला सकते है ये वीडियो रुकनी नहीं चाहिए""",0
ओडिशा: बलांगीर ज़िले के एक घर से छह लोगों के शव बरामद,1
"सोनिया गांधी और राहुल गांधी की पुरानी तस्वीर के साथ फ़र्ज़ी दावा जोड़ा गया“यदि आपको लगता होगा कि सोनिया के साथ यह राहुल गाँधी है, तो आपकी जानकारी के लिए बता दूं कि यहक्वात्रोची है. अब स्वयं निर्णय लीजिये कि राजीव गाँधी की हत्या के बाद डीएनए टेस्ट के लिए राहुल का रक्त देने से उसकी माँ ने क्यों मना कर दिया था.”",0
वायरल वीडियो के साथ किया गया 'लव जिहाद' का दावा फ़र्ज़ी है“वीडियो पुराना है पर दिल को छू गया #Love_Jihad जिस बाप को अपनी इज्जत बचाने के लिए अपनी ही बेटी के पैरो में अपनी पगड़ी रखनी पड़े तो !! ऐसी बेटी को क्या कहोंगें... 20 साल साथ रखने वाले माँ बाप पर भरोसा नही तो 20 दिन में प्यार करने वाले जिहादी के साथ ज्यादा हो गया..”,0
झारखंड में आदिवासियों के हालात पर क्या बोले मुख्यमंत्री हेमंत सोरेनझारखंड मुक्ति मोर्चा के नेतृत्व वाली महागठबंधन की सरकार ने 29 दिसंबर को राज्य की सत्ता में एक साल पूरे किए हैं.,1
"तस्वीरों में देखें, अगरतला से दुबई तक मनाया गया छठ",1
भारत के आज़ाद के 14 साल 1961 गोव पुतर्गाल गुलाम आज़ाद मिल ,1
Cover Story: जो बाइडन के दौर में कैसे होंगे अमरीका-चीन के रिश्ते?डोनाल्ड ट्रंप के दौर में अमरीका और चीन के रिश्ते तनावपूर्ण थे.,1
"पुलिस की गाड़ी पर BJP के झंडे लहराने का वीडियो ग़लत दावे से वायरलअब यह देखना बाकी था ,ये है मेरे देश की पुलिस जिन्होंने संविधान की शपथ ली थी देश सेवा के लिए "" मगर सेवा सत्ता पक्ष"" और पार्टी विशेष की हो रही है।।",0
‘बाब ढाबा’ के बुज़ुर्ग क्य लग रह धोखाधड़ आरोप फ़ूड स्टॉल चल वाल कां प्रसाद डोनेशन के पैस ले लग हेराफेर आरोप यूट्यूबर किय धोखाधड़ इनकार ,1
"पुलिस की गाड़ी पर BJP के झंडे लहराने का वीडियो ग़लत दावे से वायरलअब यह देखना बाकी था ,ये है मेरे देश की पुलिस जिन्होंने संविधान की शपथ ली थी देश सेवा के लिए "" मगर सेवा सत्ता पक्ष"" और पार्टी विशेष की हो रही है।।",0
वैक्सीन बन दे बात भारत उसक बड़ पावरहाउस भारत के साम चुनौत ,1
मुस्लिम पिता-पुत्री और माँ-बेटे की पुरानी तस्वीर ग़लत संदर्भ में वायरलअब्बू ने अपनी  बेटी से निकाह कर लिया तो गुस्से में आकार माँ ने भी अपने बेटे से शादी कर ली 56 मुस्लिम देश ऐसे ही नहीं बन गए,0
'आत्मनिर्भर भारत' और रूस की नजदीकी पर अमेरिका बेचैन क्यों?बात कारोबार की हो तो अमेरिका लगातार दूसरे वित्त वर्ष में भारत का सबसे बड़ा व्यापारिक भागीदार बन रहा है.,1
बिहार के जातिगत समीकरण बात लंब बीजेप हिंद पहचान के आधार वोटर लामबंद लग इसक सोशल इंजीनियरिंग उसक ध्यान रह ,1
जैक मा शंघ अक्टूबर के अंत फोरम के सार्वजनिक तौर नह दिख दिए ,1
सोशल मीडिया पर वायरल ये तस्वीर दरअसल कहाँ से है ?आपके गली-मोहल्ले या आपके घर  पर अचानक से ये कट्टरपंथी जिहादियों की भीड़ आ जाए तो इससे  बचने का कुछ उपाय है आपके पास ?  इसका एक ही इलाज बुलडोजर,0
"इंडोनेशिया में समुन्द्र के नीचे स्थित मंदिर के वायरल तस्वीर का सच क्या है?""इंडोनेशिया में समुद्र के नीचे स्थित ये विष्णु भगवान का मंदिर क़रीब 5 हज़ार साल पुराना है.""",0
"इंडोनेशिया में समुन्द्र के नीचे स्थित मंदिर के वायरल तस्वीर का सच क्या है?""इंडोनेशिया में समुद्र के नीचे स्थित ये विष्णु भगवान का मंदिर क़रीब 5 हज़ार साल पुराना है.""",0
