Heading,News,Label
महात्मा गांधी को 'राजनीति में बच्चा' कहने वाली ब्रितानी महिला कौन थीं?,"भारत के स्वतंत्रता आंदोलन में पुरुषों के साथ-साथ कई महिलाओं ने बढ़-चढ़कर हिस्सा लिया था. इन तमाम महिलाओं में तीन ऐसी ब्रितानी महिलाएं भी शामिल हैं, जिन्होंने अपने मुल्क की सरकार के ख़िलाफ़ जाकर भारत की आज़ादी के लिए संघर्ष किया. ",1
रवींद्रनाथ टैगोर ने क्या जॉर्ज पंचम के सम्मान में लिखा था ‘जन गण मन...’: विवेचना,"दुनिया में रवींद्रनाथ टैगोर अकेले कवि हैं, जिन्होंने दो देशों के राष्ट्रगान लिखे हैं, भारत का 'जन गण मन' और बांग्लादेश का 'आमार सोनार बांग्ला.' वहीं श्रीलंका के राष्ट्रगान पर भी उनकी छाप दिखाई देती है. ",1
तानसेन की क़ब्र पर उगे बेरी के पत्ते खाने से सुरीली आवाज़ होने की कहानी,"यह बात मशहूर है कि भारत में एक संगीतकार ऐसे भी रहे हैं, जिनके मरने के बाद उनकी क़ब्र पर बेरी का एक पौधा उग आया, जो बाद में विशाल पेड़ बन गया. ",1
"युद्ध में बमबारी कितनी कारगर होती है, क्या है बमों का इतिहास",बम शब्द सुनते ही तबाही का मंजर सामने आ जाता है. लेकिन ये कोई नई ईजाद नहीं है. दुनिया में बम 11वीं सदी से ही मौजूद हैं. ,1
हिटलर के क़रीबी गोएबेल्स दंपति ने जब अपने छह बच्चों को मारकर की आत्महत्या,हिटलर की मौत की ख़बर उनके देशवासियों को उनकी मौत के एक दिन बाद 1 मई की रात 10 बजकर 26 मिनट पर दी गई थी. ख़बर में बताया गया कि हिटलर  आज दोपहर राइक चाँसलरी में सोवियत सैनिकों से लड़ते हुए मारे गए. उन्होंने अपनी अंतिम साँस तक सोवियत सैनिकों का मुकाबला किया. ,1
पाकिस्तान में कॉमेडी के 'आइंस्टीन' कहे जाने वाले मोईन अख़्तर जो यूपी के मुरादाबाद में पैदा हुए थे,यह 1960 का दशक था जब कराची में रहने वाला दुबला-पतला और शरारती लड़का अमरीकी राष्ट्रपति जॉन एफ कैनेडी और एंथोनी क्विन की नकल उतार कर दोस्तों यारों से वाहवाही लूटता था.,1
क्या औरंगज़ेब वाकई हिंदुओं से नफ़रत करते थे?,सिखों के नौवें गुरु तेग बहादुर के 400वें प्रकाश पर्व के मौके पर प्रधानमंत्री नरेंद्र मोदी ने 21 अप्रैल को लाल किले से देश को संबोधित किया. उन्होंने गुरु तेग बहादुर के बलिदान का जिक्र करते हुए कहा कि गुरुद्वारा शीशगंज साहिब हमें याद दिलाता है कि हमारी महान संस्कृति की रक्षा के लिए गुरु तेगबहादुर जी का बलिदान कितना बड़ा था. ,1
गुरु तेग बहादुर कौन थे और उन्हें 'हिंद दी चादर' क्यों कहा जाता है,21 अप्रैल को प्रधानमंत्री नरेंद्र मोदी दिल्ली के लाल किले से देश को संबोधित करेंगे. ,1
साईखोम मी​राबाई चनू ने जीता बीबीसी इंडियन स्पोर्ट्सवुमन ऑफ़ द ईयर अवॉर्ड,भारतीय वेटलिफ़्टर साईखोम मीराबाई चनू को 'बीबीसी इंडियन स्पोर्ट्सवुमन ऑफ़ द ईयर (ISWOTY)' के तीसरे संस्करण का विजेता घोषित किया गया है. ,1
BBC ISWOTY अवॉर्ड 2021: विजेता के नाम का एलान आज,इंतज़ार की घड़ियां आख़िरकार अब ख़त्म होने जा रही है. आज यानी सोमवार की शाम हमारे प्रशंसकों को बीबीसी इंडियन स्पोर्ट्सवुमन ऑफ़ द ईयर अवार्ड 2021 के विजेता का पता चल जाएगा.,1
बीबीसी को WAN-IFRA साउथ एशिया डिजिटल मीडिया अवॉर्ड्स में मिले 4 पुरस्कार,बीबीसी को WAN-IFRA साउथ एशिया डिजिटल मीडिया अवॉर्ड्स में चार पुरस्कार मिले हैं. इनमें बीबीसी को 1 रजत और तीन कांस्य पुरस्कार मिले हैं. ,1
BBC 100 वीमेन 2021: कौन-कौन महिलाएं शामिल हैं, बीबीसी ने साल 2021 के सबसे प्रेरक और प्रभावशाली 100 महिलाओं की सूची जारी कर दी है. ,1
कोनेरू हम्पी ने जीता बीबीसी इंडियन स्पोर्ट्सवुमन अवॉर्ड,इंतज़ार की घड़ियां ख़त्म हुईं. बीबीसी इंडियन स्पोर्ट्सवुमन ऑफ़ द ईयर अवॉर्ड (BBC ISWOTY) के दूसरे संस्करण की विजेता शतरंज खिलाड़ी इंटरनेशनल ग्रैंड मास्टर कोनेरू हम्पी बनी हैं. पब्लिक वोटिंग के आधार पर उन्हें विजेता घोषित किया गया है.,1
क्या भारत में लोग कम बच्चे पैदा कर रहे हैं?,''मैंने सिर्फ़ एक बच्चा रखने का फै़सला इसलिए किया क्योंकि हमारे आर्थिक हालात ऐसे नहीं हैं कि मैं दूसरा बच्चा पैदा कर पाती.'',1
पुतिन यूक्रेन में युद्ध हार रहे हैं या जीत की ओर बढ़ रहे हैं,"रूस की विजय दिवस परेड में जो कुछ भी दिखाया जाए, ये यूक्रेन पर किसी तरह की जीत तो नहीं ही होगी, भले ही राष्ट्रपति पुतिन और रूस का सत्ता प्रतिष्ठान इसे जो भी रंग देने की कोशिश करें. ",1
"पेट्रोल, डीज़ल और खाने के तेल के बाद आटे की बारी, कौन जिम्मेदार",एक साल पहले भारत के ख़ुदरा बाज़ार में आटे की औसत कीमत 2880 रुपये प्रति क्विंटल थी. आज ये बढ़कर 3291 रुपये प्रति क्विंटल हो गई है. ,1
जोधपुर: मूर्ति और झंडे को लेकर हुए हंगामे ने कैसे बदल दी शहर की सूरत: ग्राउंड रिपोर्ट,1992 में जब देश के तमाम क्षेत्रों में सांप्रदायिक हिंसा फैल गई थी तब भी जोधपुर के लोगों के बीच ऐसा कुछ नहीं हुआ. नीली दीवारों और संकरी गलियों वाले जोधपुर शहर ने दो धर्मों के बीच विवाद कभी देखा ही नहीं. ,1
मुसलमानों में सबसे ज़्यादा घटी प्रजनन दर फिर भी औसत से अधिक- प्रेस रिव्यू,देश के सभी समुदायों के महिलाओं की कुल प्रजनन दर (टीएफआर) में पिछले कुछ सालों में कमी दर्ज की गई है. राष्ट्रीय परिवार स्वास्थ्य सर्वेक्षण (एनएफएचएस-5) के पांचवें चरण की रिपोर्ट से यह बात पता चली है. ,1
"पुतिन की ‘गर्लफ़्रेंड’ अलीना कबाएवा कौन हैं, जिन्हें कहा जाता है 'रूस की 'सीक्रेट फ़र्स्ट लेडी'",यूक्रेन पर हमले के चलते रूस पर पहले ही कई अप्रत्याशित प्रतिबंध लगाए जा चुके हैं. और अब यूरोपीय यूनियन रूस के राष्ट्रपति व्लादिमीर पुतिन की 'गर्लफ़्रेंड' और उनके कुछ बच्चों की मां कही जाने वाली अलीना कबाएवा को भी निशाना बना सकता है. ,1
"हैदराबाद: हिन्दू-मुस्लिम विवाह, दलित लड़के की सरेराह हत्या","''अपने भाई के सामने मैं गिड़गिड़ाती रही, मगर मेरा भाई रॉड से और दूसरा आदमी चाकू से मेरे पति नागराजू पर लगातार वार करते रहे. मेरे पति को कोई नहीं बचा पाया. हमने प्रेम विवाह किया था."" ",1
"झारखंड की एक ख़ास प्रथा, जहां लिव-इन के बाद होती है शादी","खूंटी जिले के डुमरदगा गांव की फूलमनी टूटी 46 साल की हैं. साल 1998 में जब उनकी पहली शादी हुई, तो वे सिर्फ 22 साल की थीं. इसके महज सात साल बाद उनके पति की मौत हो गई. तब तक उन्हें दो बच्चे हो चुके थे और तीसरा पेट में था. वे गर्भवती थीं. ",1
महाराष्ट्र का सोंडेघर गांव: दंगा रोकने के लिए हिंदू-मुसलमानों ने किया 100 साल का समझौता,सोंडेघर गांव में लगा ये बोर्ड रास्ते से गुजर रहे लोगों का ध्यान अपनी ओर खींच रहा है. ,1
